#,Gold,Prediction,Correct,PromptLength
2025,cuthbert,cuthbert,1,915
2026,cat,cat,1,1049
2027,directory,directory,1,1134
2028,diversions,creating,0,838
2029,mostly,isol,0,903
2030,cold,well,0,1047
2031,kir,kir,1,948
2032,elena,elena,1,955
2033,luxury,priority,0,889
2034,thorn,thorn,1,915
2035,guilt,guilt,1,1123
2036,witches,witches,1,936
2037,sing,sing,1,912
2038,jane,someone,0,1047
2039,godric,osgifu,0,923
2040,ana,ana,1,951
2041,doomba,doomba,1,998
2042,released,released,1,873
2043,consolation,joke,0,955
2044,plate,plate,1,1118
2045,axel,axel,1,864
2046,jason,jason,1,905
2047,saints,jesus,0,874
2048,ghosts,ghosts,1,1020
2049,neils,neils,1,1024
2050,me,pretending,0,967
2051,help,help,1,994
2052,cash,sir,0,911
2053,two,two,1,855
2054,jock,jock,1,938
2055,gloria,rick,0,974
2056,amused,listening,0,975
2057,ring,ring,1,976
2058,vegas,vegas,1,1044
2059,mud,mud,1,1099
2060,english,life,0,980
2061,servant,woman,0,916
2062,candle,candle,1,937
2063,dad,dad,1,856
2064,coffin,coffin,1,1026
2065,objecting,making,0,907
2066,joshua,joshua,1,1017
2067,godric,godric,1,966
2068,isabelle,isabelle,1,909
2069,kay,stephen,0,930
2070,teeth,teeth,1,940
2071,playing,playing,1,1044
2072,tyana,tyana,1,939
2073,maria,maria,1,1025
2074,ana,vo,0,939
2075,watching,watching,1,967
2076,rachel,rachel,1,1023
2077,gallery,room,0,1063
2078,searching,searching,1,1017
2079,asparagus,asparagus,1,973
2080,socket,socket,1,1016
2081,hatfield,henry,0,1339
2082,open,open,1,1118
2083,kainar,vaxili,0,1118
2084,box,thing,0,924
2085,sleep,bed,0,852
2086,duke,duke,1,1202
2087,troll,god,0,983
2088,zorro,zorro,1,1142
2089,will,will,1,1022
2090,traveling,travel,0,993
2091,lystus,lexia,0,1044
2092,cry,cry,1,956
2093,stone,stone,1,882
2094,vent,vent,1,978
2095,twin,twin,1,922
2096,dawsley,dawsley,1,889
2097,school,school,1,859
2098,jina,jina,1,1000
2099,tara,tara,1,895
2100,conrad,conrad,1,898
2101,sanctuary,woods,0,1053
2102,nicholas,nicholas,1,1013
2103,mugger,mugger,1,928
2104,romantic,romantic,1,946
2105,helen,thewoman,0,1052
2106,lynn,clay,0,967
2107,pouch,hand,0,912
2108,flattered,flattered,1,1030
2109,iridium,winston,0,896
2110,bartending,bartending,1,1014
2111,jenkins,jenkins,1,863
2112,nalizar,nalizar,1,1058
2113,matt,matt,1,924
2114,choking,choking,1,1026
2115,reading,going,0,1118
2116,school,school,1,1011
2117,cup,cup,1,978
2118,rusty,rusty,1,922
2119,dot,dot,1,1084
2120,grill,ground,0,962
2121,portal,portal,1,1091
2122,terri,terri,1,939
2123,sovant,sovant,1,1053
2124,pierce,pierce,1,988
2125,otto,otto,1,979
2126,ty,ty,1,956
2127,cruthin,cruthin,1,1012
2128,ball,palace,0,1045
2129,kendril,serentha,0,879
2130,bossy,bossy,1,1034
2131,pat,pat,1,927
2132,file,file,1,954
2133,camille,camille,1,1019
2134,hydra,hydra,1,933
2135,tape,tape,1,846
2136,dryer,dryer,1,931
2137,doughnuts,doughnuts,1,1055
2138,savannah,emily,0,884
2139,melissa,melissa,1,883
2140,cassie,cassie,1,912
2141,wiggle,wig,0,999
2142,andrus,andrus,1,904
2143,mayor,mayor,1,867
2144,pay,pay,1,901
2145,daniel,daniel,1,920
2146,alfred,alfred,1,895
2147,brooks,brooks,1,906
2148,terran,evolved,0,1021
2149,mozart,mozart,1,1003
2150,aaron,mother,0,955
2151,cowboy,cowboy,1,875
2152,maklavir,maklavir,1,939
2153,avigail,avigail,1,1143
2154,josh,josh,1,1094
2155,elena,elena,1,910
2156,emotions,emotions,1,994
2157,kate,kate,1,936
2158,balloons,balloons,1,1131
2159,kiyu,kiyu,1,1008
2160,lemons,lemons,1,1024
2161,logan,jack,0,943
2162,vial,vial,1,998
2163,dull,dull,1,900
2164,lucien,lucien,1,973
2165,macklin,macklin,1,1085
2166,bump,bump,1,980
2167,izzy,annie,0,890
2168,busy,busy,1,851
2169,paul,paul,1,914
2170,greg,greg,1,953
2171,van,van,1,968
2172,cookies,cookies,1,1003
2173,jackpot,jackpot,1,948
2174,help,defended,0,937
2175,union,galactic,0,980
2176,water,water,1,1059
2177,fail,fare,0,948
2178,cole,cole,1,871
2179,rachel,rachel,1,934
2180,greg,greg,1,935
2181,aisle,aisle,1,976
2182,footprints,toes,0,949
2183,dana,raquel,0,876
2184,away,away,1,882
2185,marie,marie,1,1185
2186,forrest,forrest,1,971
2187,arrival,corridor,0,1001
2188,clipboard,clipboard,1,960
2189,green,green,1,1181
2190,moment,what,0,934
2191,beautiful,beautiful,1,1001
2192,jina,jina,1,907
2193,sofia,cole,0,876
2194,beth,beth,1,1047
2195,normal,someone,0,886
2196,morley,morley,1,986
2197,nik,nik,1,863
2198,graduation,graduation,1,916
2199,purpose,purpose,1,904
2200,soon,about,0,842
2201,pillar,pillar,1,1036
2202,scroll,scroll,1,1013
2203,token,token,1,1032
2204,lily,lily,1,916
2205,later,next,0,1048
2206,erik,erik,1,839
2207,mike,mike,1,958
2208,monsters,hills,0,985
2209,dangerous,athreat,0,964
2210,sale,sale,1,1172
2211,tristran,tristran,1,919
2212,patience,bro,0,892
2213,mareth,mareth,1,971
2214,buggy,buggy,1,1046
2215,cops,partners,0,926
2216,abram,abram,1,1007
2217,satisfied,satisfied,1,1080
2218,patty,josh,0,1038
2219,mermin,mermin,1,977
2220,fareed,gwen,0,973
2221,phantom,phantom,1,897
2222,hill,hill,1,952
2223,vikus,vikus,1,1029
2224,ronni,ronni,1,1000
2225,suited,interested,0,922
2226,locked,locked,1,1058
2227,helen,helen,1,966
2228,sharma,sharma,1,939
2229,gabrielle,gabrielle,1,1097
2230,bree,bree,1,886
2231,elsewhere,elsewhere,1,995
2232,abandoned,abandoned,1,875
2233,hobbies,passions,0,968
2234,natalie,natalie,1,1102
2235,paul,theexaminationtable,0,1056
2236,vieve,vivie,0,932
2237,carmine,carmine,1,898
2238,tom,tom,1,965
2239,ewan,ewan,1,1034
2240,ravine,ravine,1,970
2241,mole,stranger,0,1063
2242,aaron,aaron,1,918
2243,symbol,symbol,1,1060
2244,competing,competing,1,901
2245,clock,clock,1,964
2246,different,real,0,1069
2247,nikki,nikki,1,1032
2248,addy,patrick,0,906
2249,ares,ares,1,971
2250,miracle,miracle,1,866
2251,laurel,deborah,0,1063
2252,cane,door,0,979
2253,driving,driving,1,951
2254,salzella,salzella,1,916
2255,popcorn,popcorn,1,971
2256,patients,patients,1,948
2257,teria,teria,1,956
2258,manager,manager,1,1008
2259,then,now,0,967
2260,bfg,sky,0,933
2261,rock,rock,1,1110
2262,captain,captain,1,987
2263,garage,garage,1,996
2264,larry,larry,1,871
2265,hotels,properties,0,1037
2266,knuckle,knuckle,1,1004
2267,yarn,yarn,1,1041
2268,mathew,carol,0,936
2269,tiles,tiles,1,1018
2270,selena,selena,1,1168
2271,chamber,house,0,1019
2272,julian,julian,1,952
2273,rod,bill,0,1050
2274,net,net,1,987
2275,hacked,hacked,1,935
2276,dorrie,dorrie,1,1004
2277,drink,drink,1,955
2278,return,return,1,1052
2279,pit,edge,0,988
2280,zip,i,0,862
2281,kari,kari,1,931
2282,tracks,right,0,998
2283,hunter,door,0,882
2284,key,key,1,1027
2285,alisha,alisha,1,1154
2286,carlos,carlos,1,996
2287,zachary,zachary,1,881
2288,camera,camera,1,967
2289,cleaned,used,0,1106
2290,sacha,sacha,1,978
2291,wolf,wolf,1,1002
2292,truck,truck,1,952
2293,divorced,divorced,1,863
2294,claire,claire,1,851
2295,ambulance,ambulance,1,1086
2296,rules,rules,1,959
2297,rich,rich,1,916
2298,matched,matched,1,918
2299,connor,beautiful,0,877
2300,milk,hendricks,0,999
2301,bastian,bastian,1,901
2302,alicia,frank,0,1066
2303,eddie,eddie,1,885
2304,mission,orders,0,956
2305,ghost,ghost,1,878
2306,adrian,adrian,1,931
2307,dancing,dancing,1,910
2308,spell,thing,0,1068
2309,jess,jess,1,996
2310,peter,peter,1,1016
2311,maxx,him,0,900
2312,vanora,vanora,1,1090
2313,saddle,saddle,1,1012
2314,wolves,their,0,1048
2315,books,debris,0,965
2316,chad,preacher,0,857
2317,apart,together,0,909
2318,mark,mark,1,1128
2319,gazette,gazette,1,1077
2320,sobbing,sobbing,1,930
2321,shave,sh,0,869
2322,asleep,stroking,0,902
2323,slips,slips,1,1019
2324,fen,thedeed,0,1041
2325,shuddered,knew,0,1001
2326,matt,matt,1,1066
2327,preston,preston,1,922
2328,ariel,ariel,1,980
2329,ben,peyna,0,901
2330,kel,kel,1,907
2331,emma,emma,1,1007
2332,francis,francis,1,953
2333,color,color,1,850
2334,rock,rock,1,1033
2335,sailing,normal,0,1060
2336,zach,zach,1,884
2337,important,important,1,874
2338,benevolence,heart,0,923
2339,finesse,finesse,1,949
2340,blair,blair,1,1110
2341,council,council,1,946
2342,paul,paul,1,981
2343,ellen,ellen,1,975
2344,gaent,gaent,1,995
2345,surprised,wrong,0,892
2346,hook,hook,1,989
2347,siblings,siblings,1,1158
2348,abby,abby,1,1011
2349,adrian,adrian,1,1031
2350,alanki,alanki,1,1042
2351,light,light,1,987
2352,magik,magik,1,981
2353,manny,manny,1,868
2354,alexander,alexander,1,960
2355,dad,dad,1,931
2356,malcolm,malcolm,1,963
2357,batman,batman,1,1109
2358,podium,podium,1,966
2359,jenkins,jenkins,1,947
2360,laura,laura,1,958
2361,drake,drake,1,938
2362,jewels,reaper,0,1046
2363,drake,drake,1,946
2364,blindfolded,blind,0,1058
2365,dogs,invaders,0,927
2366,schedule,schedule,1,973
2367,emi,emi,1,954
2368,linus,linus,1,1011
2369,tray,tray,1,939
2370,tower,tower,1,1045
2371,sorry,sorry,1,1074
2372,grief,grief,1,997
2373,higgins,higgins,1,1021
2374,condition,bed,0,929
2375,altair,altair,1,831
2376,journalists,you,0,972
2377,present,present,1,890
2378,cigarettes,cigarettes,1,1067
2379,human,what,0,1053
2380,mario,mario,1,894
2381,tonight,to,0,1186
2382,charlie,charlie,1,815
2383,gabe,gabe,1,952
2384,candice,candice,1,856
2385,ivy,ivy,1,921
2386,shutter,button,0,957
2387,rusty,rusty,1,889
2388,shirley,shirley,1,959
2389,jia,jia,1,914
2390,die,give,0,1052
2391,bag,bag,1,896
2392,license,license,1,967
2393,workshop,workshop,1,894
2394,prophecy,prophecy,1,934
2395,aircar,valley,0,917
2396,fountain,fountain,1,1010
2397,paint,heal,0,972
2398,bail,it,0,848
2399,fruit,terrible,0,1182
2400,tristan,tristan,1,1098
2401,ankle,ankle,1,967
2402,mareth,mareth,1,1036
2403,track,track,1,925
2404,line,line,1,963
2405,gazebo,gazebo,1,982
2406,love,you,0,1060
2407,christian,det,0,1134
2408,me,common,0,949
2409,mud,mess,0,941
2410,creator,creator,1,1041
2411,pete,pete,1,908
2412,catwalk,catwalk,1,1023
2413,ram,ram,1,869
2414,dagdron,dagdron,1,929
2415,adventurer,adventurer,1,965
2416,pit,sand,0,868
2417,spencer,spencer,1,856
2418,roke,roke,1,912
2419,journal,journal,1,992
2420,sofia,her,0,1042
2421,andrew,tanner,0,957
2422,cisco,analyze,0,1068
2423,marilyn,marilyn,1,991
2424,size,type,0,951
2425,madeline,lili,0,900
2426,joel,joel,1,1018
2427,tracy,tracy,1,885
2428,veil,veil,1,968
2429,chrissy,chrissy,1,920
2430,doctor,doctor,1,1096
2431,foster,nimmo,0,887
2432,dawson,dawson,1,1003
2433,peat,peat,1,992
2434,castle,castle,1,1011
2435,twitchtip,ripred,0,1037
2436,liquor,alcohol,0,981
2437,beth,beth,1,921
2438,sebastian,sebastian,1,998
2439,abby,didn't,0,963
2440,guardian,guardian,1,1021
2441,shadow,shadow,1,935
2442,kid,baby,0,943
2443,cots,cots,1,899
2444,loser,loser,1,960
2445,pig,pig,1,948
2446,charles,charles,1,929
2447,frost,frost,1,958
2448,andy,them,0,1066
2449,michael,him,0,1018
2450,terra,terra,1,902
2451,cafe,cafe,1,1059
2452,tom,tom,1,1012
2453,revenge,revenge,1,834
2454,flu,flu,1,897
2455,afterlife,afterlife,1,946
2456,easel,plan,0,1329
2457,butterfly,butterfly,1,902
2458,emily,emily,1,872
2459,rug,area,0,972
2460,talk,catch,0,935
2461,canvas,scroll,0,945
2462,ruth,her,0,921
2463,fun,fun,1,958
2464,cookies,cookies,1,1037
2465,danny,danny,1,952
2466,lauren,liam,0,1012
2467,apply,apply,1,975
2468,prayers,prayers,1,1100
2469,chris,chris,1,905
2470,service,service,1,973
2471,aaron,aaron,1,935
2472,fane,fane,1,982
2473,maximilian,maximilian,1,976
2474,director,director,1,992
2475,quinlan,quinlan,1,1037
2476,ryan,ryan,1,901
2477,creep,creep,1,890
2478,daniel,daniel,1,953
2479,inn,building,0,1102
2480,tentacle,tentacle,1,1056
2481,lucian,lucian,1,1076
2482,wound,wound,1,961
2483,reaper,reaper,1,942
2484,farmer,farmer,1,981
2485,nick,nick,1,1046
2486,party,ball,0,1115
2487,vegas,lasvegas,0,953
2488,smith,peter,0,876
2489,thought,thought,1,912
2490,sally,sally,1,898
2491,masal,masal,1,1081
2492,rest,sleep,0,928
2493,joel,joel,1,944
2494,laptop,laptop,1,1086
2495,remington,remington,1,997
2496,damon,damon,1,1027
2497,steve,steve,1,913
2498,stormy,stormy,1,901
2499,michael,jared,0,947
2500,castle,castle,1,883
2501,supplies,by,0,942
2502,bickerstaff,bickerstaff,1,935
2503,gang,gang,1,976
2504,werewolf,werewolf,1,951
2505,garage,garage,1,1126
2506,guilt,guilt,1,824
2507,dragon,skin,0,1134
2508,damon,damon,1,1030
2509,tome,tome,1,893
2510,dana,dana,1,979
2511,victor,victor,1,893
2512,chapel,chapel,1,1006
2513,charles,charles,1,1082
2514,amanda,the,0,1085
2515,kylie,her,0,882
2516,nancy,nancy,1,891
2517,aaron,aaron,1,1027
2518,party,party,1,992
2519,thorn,thorn,1,915
2520,precinct,precinct,1,980
2521,warlord,warlord,1,923
2522,diner,diner,1,1027
2523,luna,luna,1,990
2524,puppy,puppy,1,904
2525,warren,warren,1,956
2526,project,project,1,1117
2527,waitress,waiter,0,911
2528,stars,silence,0,1000
2529,cash,tomorrow,0,891
2530,edric,edric,1,958
2531,weird,awkward,0,866
2532,puppet,puppet,1,924
2533,tunnel,plan,0,973
2534,elder,elder,1,867
2535,orchard,garden,0,946
2536,quick,death,0,1096
2537,vortex,bridge,0,1000
2538,cassie,cassie,1,982
2539,johanna,johanna,1,1268
2540,mal,mal,1,910
2541,sebastian,sebastian,1,979
2542,dream,dream,1,846
2543,kade,asha,0,913
2544,hairy,hairy,1,888
2545,terra,terra,1,867
2546,bret,bret,1,945
2547,velvet,her,0,1192
2548,tim,bill,0,954
2549,germanic,english,0,976
2550,helicopter,helicopter,1,926
2551,chick,chick,1,872
2552,michael,michael,1,1027
2553,joel,joel,1,903
2554,celebrate,celebrate,1,883
2555,student,student,1,994
2556,tony,wade,0,1076
2557,walter,walter,1,870
2558,bess,her,0,865
2559,peter,peter,1,1078
2560,prince,prince,1,1025
2561,everett,everett,1,1094
2562,nightmares,nightmares,1,824
2563,studio,studio,1,850
2564,list,list,1,1079
2565,birmingham,birmingham,1,968
2566,kiss,e,0,1054
2567,caleb,caleb,1,896
2568,cottage,cooler,0,1094
2569,keech,thetruth,0,1319
2570,collin,collin,1,913
2571,louis,louis,1,860
2572,keys,keys,1,897
2573,locker,locker,1,1051
2574,rafe,secrets,0,951
2575,staring,staring,1,1071
2576,karen,karen,1,955
2577,heather,heather,1,950
2578,flower,flower,1,964
2579,ella,beth,0,906
2580,stop,start,0,945
2581,petr,petr,1,989
2582,fire,fire,1,1093
2583,drive,drive,1,880
2584,paul,paul,1,951
2585,logan,icecream,0,1079
2586,harlow,her,0,1065
2587,sebastian,george,0,926
2588,darlene,darlene,1,942
2589,treadmill,treadmill,1,953
2590,rusty,rusty,1,1033
2591,ion,vonayz,0,953
2592,strength,escape,0,966
2593,addy,addy,1,915
2594,cat,cat,1,1001
2595,rest,rest,1,961
2596,evan,evan,1,1068
2597,skins,skins,1,1106
2598,andre,andre,1,971
2599,ana,ana,1,921
2600,elizabeth,elizabeth,1,990
2601,hospital,hospital,1,1091
2602,pilot,pilot,1,892
2603,castle,castle,1,996
2604,noelle,noelle,1,1035
2605,pack,pack,1,931
2606,leanne,leanne,1,883
2607,mum,mum,1,938
2608,turn,turn,1,882
2609,clubs,clubs,1,981
2610,gorilla,gorilla,1,863
2611,devil,devil,1,965
2612,swim,swim,1,855
2613,frontier,frontier,1,974
2614,garrett,leah,0,863
2615,ice,ice,1,984
2616,kandrigi,kandrig,0,913
2617,firm,firm,1,942
2618,rats,rats,1,856
2619,igor,igor,1,907
2620,tower,tower,1,994
2621,agreed,was,0,1028
2622,emilia,me,0,1107
2623,green,colony,0,992
2624,grant,grant,1,1352
2625,journal,journal,1,1021
2626,aiden,aiden,1,986
2627,rose,rose,1,879
2628,monroe,monroe,1,825
2629,bet,bet,1,951
2630,casey,casey,1,984
2631,teacher,teacher,1,1065
2632,anna,anna,1,969
2633,firm,firm,1,1046
2634,sofia,sofia,1,943
2635,recipe,recipe,1,959
2636,pity,pity,1,919
2637,scared,tutored,0,1069
2638,dad,dad,1,931
2639,gisbo,gisbo,1,983
2640,maze,ground,0,1003
2641,wanda,grandpa,0,887
2642,distraction,distraction,1,989
2643,mckenzie,mckenzie,1,945
2644,forgiven,loved,0,1095
2645,luke,luke,1,1111
2646,weird,weird,1,889
2647,grimace,grimace,1,964
2648,manjy,manjy,1,890
2649,stalker,stalker,1,1061
2650,truman,notyou,0,856
2651,adam,her,0,1031
2652,stolen,stolen,1,1015
2653,weird,weirder,0,953
2654,trim,trim,1,1092
2655,dusty,dusty,1,937
2656,bench,bench,1,1078
2657,jack,jack,1,1044
2658,jones,jones,1,1000
2659,colleen,jane,0,855
2660,pizza,pizza,1,871
2661,flu,flu,1,1055
2662,date,chance,0,961
2663,vase,vase,1,946
2664,knocked,come,0,1159
2665,miracle,miracle,1,888
2666,hunters,hunters,1,1055
2667,bushes,bushes,1,1202
2668,wrestling,wrestling,1,876
2669,orin,ava,0,970
2670,foal,foal,1,967
2671,smuggle,smuggle,1,986
2672,cell,cell,1,1007
2673,matilda,matilda,1,929
2674,strong,willing,0,1154
2675,nadya,nadya,1,915
2676,donovan,callie,0,926
2677,piano,piano,1,969
2678,jo,jo,1,937
2679,freddie,mrtol,0,877
2680,bid,bid,1,954
2681,teacher,teacher,1,939
2682,toby,him,0,862
2683,burgers,burgers,1,1056
2684,mia,mia,1,888
2685,job,job,1,955
2686,odd,odd,1,1070
2687,drive,drive,1,1008
2688,setzer,setzer,1,916
2689,cookies,cookies,1,930
2690,anna,anna,1,860
2691,virginia,virginia,1,873
2692,cable,cable,1,995
2693,weak,lying,0,1076
2694,plane,shore,0,970
2695,rod,rod,1,982
2696,client,client,1,932
2697,hector,hector,1,881
2698,dragon,dragon,1,910
2699,mike,mike,1,905
2700,stick,stick,1,1121
2701,grave,grave,1,930
2702,stopping,stopping,1,1055
2703,christian,victor,0,1036
2704,phidias,perdiccas,0,975
2705,amanda,amanda,1,945
2706,nick,nick,1,916
2707,yegor,me,0,894
2708,hottie,hottie,1,883
2709,cara,cara,1,1004
2710,blanket,blanket,1,965
2711,first,first,1,851
2712,trailers,trailers,1,947
2713,sophie,gracie,0,1052
2714,skye,david,0,1005
2715,gentleman,gentleman,1,899
2716,listens,listens,1,1045
2717,craig,craig,1,974
2718,josh,josh,1,979
2719,jake,jake,1,891
2720,minister,minister,1,1009
2721,swamp,mud,0,955
2722,armoire,cabinet,0,1033
2723,preston,preston,1,1052
2724,kayla,kayla,1,904
2725,tents,tents,1,1036
2726,listening,but,0,977
2727,sheriff,sheriff,1,1039
2728,paying,paying,1,916
2729,mathews,mathews,1,923
2730,suspect,suspect,1,993
2731,market,market,1,992
2732,rug,ground,0,939
2733,bruce,bruce,1,935
2734,mike,mike,1,1014
2735,king,andy,0,991
2736,department,force,0,985
2737,luccio,luccio,1,1066
2738,captain,chatterenemy,0,1031
2739,fries,steakfries,0,894
2740,amber,amber,1,972
2741,wood,wood,1,944
2742,torie,torie,1,1103
2743,spiders,spiders,1,1010
2744,mermaid,mermaid,1,943
2745,arrest,imprisonment,0,989
2746,armed,armed,1,869
2747,trigger,trigger,1,988
2748,dream,dream,1,919
2749,michael,michael,1,996
2750,valeria,valeria,1,968
2751,indie,wait,0,938
2752,women,women,1,928
2753,partner,partner,1,954
2754,pip,pip,1,1119
2755,yugo,yugo,1,910
2756,boxes,boxes,1,1080
2757,fingers,fingers,1,1057
2758,truck,truck,1,1096
2759,captain,beginning,0,966
2760,heeled,heeled,1,901
2761,bags,chance,0,1015
2762,another,love,0,1112
2763,henry,henry,1,960
2764,forever,time,0,937
2765,liyra,liyra,1,921
2766,van,van,1,1040
2767,gabe,gabe,1,1004
2768,lissa,lissa,1,951
2769,workers,workers,1,1256
2770,misty,misty,1,937
2771,bike,bike,1,1057
2772,lou,lou,1,892
2773,van,van,1,1014
2774,ana,ana,1,881
2775,walked,walked,1,932
2776,jade,kendril,0,871
2777,alec,ale,0,893
2778,twin,twin,1,904
2779,lesley,lesley,1,931
2780,shirt,shirt,1,945
2781,rain,therain,0,937
2782,galley,galley,1,1004
2783,van,van,1,1035
2784,collin,eric,0,883
2785,amy,amy,1,944
2786,hereward,hereward,1,1243
2787,skip,skip,1,1051
2788,prince,prince,1,1007
2789,ana,mckenzie,0,1001
2790,bird,bird,1,893
2791,jon,jon,1,1044
2792,michael,michael,1,913
2793,melissa,melissa,1,1000
2794,but,problem,0,990
2795,marquis,marquis,1,1042
2796,type,type,1,936
2797,savannah,her,0,996
2798,sashes,sashes,1,935
2799,stage,stage,1,1071
2800,kingdom,kingdom,1,1033
2801,dixon,dixon,1,976
2802,gaent,gaent,1,988
2803,pumpkins,pumpkins,1,987
2804,nice,sweet,0,902
2805,playing,you,0,923
2806,age,age,1,903
2807,scarf,scarf,1,951
2808,carriage,carriage,1,985
2809,bed,bed,1,967
2810,admiral,admiral,1,973
2811,bouquet,bouquet,1,928
2812,king,king,1,884
2813,julia,julia,1,853
2814,isabelle,isabelle,1,935
2815,loft,loft,1,900
2816,pizza,pizza,1,932
2817,first,next,0,1160
2818,canteen,canteen,1,936
2819,tristan,tristan,1,966
2820,scent,stranger,0,976
2821,ethan,ethan,1,1122
2822,joey,joey,1,902
2823,jubal,jubal,1,965
2824,couple,family,0,1005
2825,seasons,seasons,1,1061
2826,teresa,teresa,1,850
2827,bait,bait,1,906
2828,pill,pill,1,919
2829,ananda,ananda,1,1001
2830,knock,have,0,884
2831,agenda,friends,0,884
2832,dean,dean,1,1162
2833,ordered,wanted,0,1038
2834,geek,geek,1,849
2835,corner,corner,1,1108
2836,sniff,baxter,0,976
2837,awake,alert,0,938
2838,related,sisters,0,971
2839,girl,girl,1,1101
2840,tanner,mrt,0,916
2841,dog,owner,0,881
2842,neal,sleep,0,1232
2843,vegas,lasvegas,0,988
2844,soldiers,soldiers,1,991
2845,hit,hit,1,1029
2846,lizzie,lizzie,1,944
2847,bella,bella,1,921
2848,cett,cett,1,876
2849,bear,fin,0,1153
2850,tube,tube,1,1068
2851,leonardo,leonardo,1,911
2852,shiloh,cag,0,1150
2853,sister,strumpet,0,1075
2854,goldfinger,thethe,0,930
2855,lachlan,lachlan,1,910
2856,cake,cake,1,979
2857,lystus,lystus,1,1029
2858,arin,her,0,1115
2859,manicure,manicure,1,966
2860,cars,cars,1,1024
2861,bartley,hisparents,0,1019
2862,griffin,griffin,1,900
2863,studio,studio,1,1016
2864,mexico,mexico,1,873
2865,actor,john,0,944
2866,stupid,stupid,1,906
2867,suicidal,suicidal,1,916
2868,leading,leadership,0,1203
2869,memorized,memorized,1,1013
2870,first,caught,0,1043
2871,gladys,gladys,1,959
2872,elvi,elvi,1,1005
2873,bath,bath,1,1012
2874,micah,micah,1,882
2875,happened,happened,1,954
2876,pit,pit,1,839
2877,eric,eric,1,968
2878,pastor,pastor,1,1086
2879,nick,nothing,0,951
2880,beth,suzy,0,911
2881,selena,selena,1,1147
2882,gloves,gloves,1,935
2883,kendril,kendril,1,923
2884,ben,ben,1,904
2885,time,no,0,883
2886,interested,interested,1,940
2887,vanessa,vanessa,1,1006
2888,pod,pod,1,1044
2889,julian,julian,1,884
2890,easy,trustworthy,0,985
2891,package,package,1,1092
2892,graeme,graeme,1,893
2893,eddie,her,0,1019
2894,wasted,fair,0,918
2895,opportunity,opportunity,1,902
2896,booklet,booklet,1,950
2897,maid,couch,0,1048
2898,communicator,screen,0,1047
2899,immortal,door,0,1012
2900,technology,resources,0,1247
2901,pig,pig,1,906
2902,fen,fen,1,978
2903,venice,venice,1,994
2904,frances,frances,1,1273
2905,vo,vo,1,960
2906,emergency,emergency,1,903
2907,bald,bald,1,928
2908,bored,bored,1,935
2909,ari,his,0,963
2910,ugly,beautiful,0,1074
2911,brittany,brittany,1,1037
2912,connor,connor,1,918
2913,otis,otis,1,950
2914,flag,flag,1,931
2915,circle,space,0,1034
2916,libby,libby,1,964
2917,diane,diane,1,977
2918,jessie,jessie,1,999
2919,healer,healer,1,900
2920,days,months,0,990
2921,keys,keys,1,893
2922,dragon,dragon,1,1192
2923,shed,shed,1,1040
2924,couple,man,0,945
2925,nick,nick,1,919
2926,elaina,concubines,0,1056
2927,clapping,clapping,1,1185
2928,deborah,cassie,0,983
2929,colin,colin,1,1069
2930,addie,addie,1,859
2931,rose,rose,1,944
2932,scholarship,scholarship,1,883
2933,mae,mae,1,877
2934,fire,danger,0,919
2935,dragon,dragon,1,958
2936,festival,festival,1,1117
2937,painting,painting,1,966
2938,loaf,loaf,1,1018
2939,geramn,geramn,1,897
2940,patient,patient,1,1070
2941,cane,cane,1,1088
2942,ivy,ivy,1,997
2943,pushover,pushover,1,903
2944,flannery,flannery,1,920
2945,gruffly,quietly,0,1067
2946,babies,revenge,0,960
2947,grant,me,0,995
2948,row,row,1,1039
2949,text,text,1,928
2950,katie,katie,1,895
2951,katja,katja,1,911
2952,ghost,ghost,1,1019
2953,traffic,traffic,1,1152
2954,flight,turbulence,0,932
2955,laptop,laptop,1,1027
2956,spell,spell,1,1063
2957,max,him,0,913
2958,sam,sam,1,888
2959,chamber,chamber,1,967
2960,mystic,books,0,973
2961,kane,kane,1,915
2962,luxa,luxa,1,861
2963,vial,vial,1,938
2964,balcony,balcony,1,1118
2965,mary,mary,1,850
2966,isa,isa,1,955
2967,mother,mother,1,879
2968,remote,remote,1,1012
2969,gilda,gilda,1,942
2970,calling,calling,1,1008
2971,max,him,0,864
2972,duke,coplawyer,0,920
2973,geramn,geramn,1,1042
2974,cupcake,cupcake,1,1018
2975,johnson,johnson,1,1020
2976,lock,lock,1,922
2977,building,building,1,906
2978,cash,cash,1,1053
2979,luggage,others,0,1023
2980,cellar,cellar,1,957
2981,inches,inches,1,905
2982,becca,becca,1,1079
2983,liam,i'mwith,0,882
2984,truth,truth,1,888
2985,hotel,hotel,1,1021
2986,julia,julia,1,923
2987,lil,bill,0,1025
2988,dale,help,0,909
2989,zach,zach,1,1018
2990,julia,william,0,904
2991,anyway,ear,0,1100
2992,maximilian,maximilian,1,968
2993,tanner,cryogenics,0,892
2994,existence,existence,1,1149
2995,julia,julia,1,904
2996,kasar,kasar,1,1147
2997,arachne,stephanie,0,905
2998,casting,casting,1,875
2999,spinach,spinach,1,989
3000,mouse,prey,0,877
3001,dancing,dancing,1,1124
3002,old,lying,0,856
3003,conyn,zogara,0,1079
3004,fran,fran,1,873
3005,nick,wally,0,911
3006,amy,amy,1,879
3007,pail,pail,1,931
