#,Gold,Prediction,Correct,PromptLength
1935,holmes,holmes,1,5646
1936,karen,karen,1,5345
1937,blue,blue,1,5483
1938,mouse,mouse,1,5892
1939,rachel,rachel,1,5904
1940,bill,bill,1,5878
1941,box,box,1,5878
1942,bob,bob,1,5464
1943,dee,arriane,0,5453
1944,graham,graham,1,5419
1945,confusing,confusing,1,5649
1946,olivia,olivia,1,5582
1947,herself,herself,1,5755
1948,agnes,agnes,1,5871
1949,earl,earl,1,5633
1950,monitor,screen,0,5424
1951,pip,pip,1,5488
1952,katrina,katrina,1,6174
1953,eliza,eliza,1,5717
1954,decker,decker,1,5540
1955,apartment,apartment,1,5651
1956,lightest,lightest,1,5785
1957,impressed,impressed,1,6746
1958,ella,ella,1,5728
1959,injured,hurt,0,5549
1960,erin,erin,1,5556
1961,jay,jay,1,5340
1962,doll,doll,1,5520
1963,howard,howard,1,5438
1964,mariuss,mariuss,1,5388
1965,pet,pet,1,5636
1966,eloisa,eloisa,1,5478
1967,ares,ares,1,5981
1968,dean,dean,1,5626
1969,season,holiday,0,5767
1970,carriage,carriage,1,5568
1971,wards,wards,1,6218
1972,nike,nike,1,5563
1973,gavin,gavin,1,5397
1974,haven,bastian,0,6008
1975,competition,race,0,5709
1976,mugger,mugger,1,5416
1977,dwight,dwight,1,5504
1978,anne,anne,1,5338
1979,both,both,1,6077
1980,coach,coach,1,5827
1981,prentice,prentice,1,5483
1982,hank,karen,0,5571
1983,jean,jean,1,5593
1984,frank,frank,1,5827
1985,purse,purse,1,5849
1986,sandy,sandy,1,5438
1987,horace,horace,1,5484
1988,vo,vo,1,5267
1989,isabelle,isabelle,1,6028
1990,question,question,1,5513
1991,celia,celia,1,5426
1992,theo,theo,1,6082
1993,airlock,transport,0,5658
1994,letter,letter,1,5549
1995,blake,blake,1,5393
1996,skate,skate,1,5682
1997,marcel,marcel,1,5503
1998,roke,roke,1,6186
1999,alice,girls,0,5795
2000,nick,nick,1,6013
2001,martha,martha,1,5473
2002,gabriel,gabriel,1,5352
2003,healed,healed,1,6145
2004,community,community,1,5798
2005,sidekick,sidekick,1,5590
2006,robot,robot,1,5664
2007,sweatshirt,sweatshirt,1,5476
2008,aidan,aidan,1,5471
2009,won,won,1,6111
2010,cassie,vaughn,0,5561
2011,anyway,anyway,1,5655
2012,ana,ana,1,5276
2013,bullhorn,bullhorn,1,5629
2014,coward,coward,1,5455
2015,jacuzzi,jacuzzi,1,5653
2016,gracie,gracie,1,5257
2017,ambulance,operatingroom,0,5549
2018,increased,dissipated,0,5806
2019,ground,ground,1,5561
2020,carriage,carriage,1,5689
2021,stacie,yadira,0,5104
2022,jessie,johnnie,0,5286
2023,bean,bean,1,4871
2024,stall,stall,1,5416
2025,cuthbert,caycee,0,5319
2026,cat,cat,1,6352
2027,directory,directory,1,6309
2028,diversions,diversion,0,5343
2029,mostly,planning,0,5720
2030,cold,cold,1,6038
2031,kir,kir,1,5278
2032,elena,elena,1,5850
2033,luxury,luxury,1,5550
2034,thorn,thorn,1,5626
2035,guilt,guilt,1,6001
2036,witches,witches,1,5580
2037,sing,sing,1,5161
2038,jane,jane,1,5818
2039,godric,osgifu,0,6023
2040,ana,ana,1,5337
2041,doomba,doomba,1,5497
2042,released,released,1,5336
2043,consolation,consolation,1,5546
2044,plate,plate,1,5744
2045,axel,lily,0,5390
2046,jason,jason,1,5476
2047,saints,saintbeth,0,5512
2048,ghosts,ghosts,1,5881
2049,neils,neils,1,5385
2050,me,me,1,5688
2051,help,help,1,5728
2052,cash,sir,0,5700
2053,two,two,1,5539
2054,jock,chris,0,5961
2055,gloria,gloria,1,5800
2056,amused,listening,0,5832
2057,ring,ring,1,5586
2058,vegas,vegas,1,5487
2059,mud,mud,1,5653
2060,english,english,1,5458
2061,servant,servant,1,5623
2062,candle,knife,0,5763
2063,dad,dad,1,5382
2064,coffin,coffin,1,5630
2065,objecting,objecting,1,5708
2066,joshua,joshua,1,5369
2067,godric,godric,1,5952
2068,isabelle,hunter,0,5318
2069,kay,stephen,0,6252
2070,teeth,teeth,1,5663
2071,playing,playing,1,5670
2072,tyana,tyana,1,5693
2073,maria,maria,1,5781
2074,ana,vo,0,5477
2075,watching,watching,1,5845
2076,rachel,rachel,1,6009
2077,gallery,gallery,1,5772
2078,searching,searching,1,6579
2079,asparagus,asparagus,1,5647
2080,socket,socket,1,5560
2081,hatfield,devil,0,5693
2082,open,open,1,6249
2083,kainar,kainar,1,5739
2084,box,thing,0,5515
2085,sleep,bed,0,5278
2086,duke,duke,1,5935
2087,troll,god,0,5558
2088,zorro,zorro,1,5803
2089,will,will,1,6057
2090,traveling,traveling,1,5710
2091,lystus,lystus,1,5718
2092,cry,cry,1,5994
2093,stone,nita,0,5338
2094,vent,vent,1,5684
2095,twin,twin,1,5446
2096,dawsley,dawsley,1,5791
2097,school,school,1,5538
2098,jina,jina,1,5766
2099,tara,tara,1,5721
2100,conrad,conrad,1,5424
2101,sanctuary,sanctuary,1,5794
2102,nicholas,nicholas,1,6002
2103,mugger,mugger,1,5615
2104,romantic,romantic,1,5483
2105,helen,helen,1,5475
2106,lynn,lynn,1,5363
2107,pouch,hand,0,5648
2108,flattered,flattered,1,5500
2109,iridium,winston,0,5355
2110,bartending,bartend,0,5324
2111,jenkins,jenkins,1,5348
2112,nalizar,nalizar,1,5757
2113,matt,matt,1,5409
2114,choking,choking,1,6011
2115,reading,reading,1,5580
2116,school,school,1,5419
2117,cup,cup,1,5707
2118,rusty,rusty,1,5643
2119,dot,dot,1,6493
2120,grill,hood,0,5753
2121,portal,portal,1,5756
2122,terri,annie,0,5861
2123,sovant,sovant,1,5812
2124,pierce,pierce,1,5726
2125,otto,otto,1,5474
2126,ty,ty,1,5808
2127,cruthin,cruthin,1,5964
2128,ball,ball,1,5467
2129,kendril,serentha,0,5105
2130,bossy,bossy,1,5347
2131,pat,pat,1,5574
2132,file,original,0,5495
2133,camille,camille,1,5473
2134,hydra,hydra,1,5682
2135,tape,tape,1,5563
2136,dryer,dryer,1,5637
2137,doughnuts,doughnuts,1,6219
2138,savannah,emily,0,5373
2139,melissa,melissa,1,5807
2140,cassie,cassie,1,5746
2141,wiggle,wiggle,1,5625
2142,andrus,andrus,1,5520
2143,mayor,mayor,1,5522
2144,pay,pay,1,5505
2145,daniel,daniel,1,5923
2146,alfred,stefan,0,5388
2147,brooks,brooks,1,5281
2148,terran,one,0,5987
2149,mozart,mozart,1,5682
2150,aaron,aaron,1,5377
2151,cowboy,cowboy,1,5592
2152,maklavir,maklavir,1,5455
2153,avigail,avigail,1,6658
2154,josh,josh,1,5479
2155,elena,elena,1,5326
2156,emotions,emotions,1,5534
2157,kate,kate,1,5506
2158,balloons,balloons,1,5208
2159,kiyu,kiyu,1,5461
2160,lemons,lemons,1,5795
2161,logan,sid,0,5650
2162,vial,vial,1,5624
2163,dull,n't,0,5389
2164,lucien,lucien,1,5697
2165,macklin,macklin,1,5852
2166,bump,bump,1,5486
2167,izzy,izzy,1,5629
2168,busy,busy,1,5400
2169,paul,paul,1,5381
2170,greg,greg,1,5681
2171,van,head,0,5541
2172,cookies,cookies,1,5712
2173,jackpot,jackpot,1,5609
2174,help,help,1,5464
2175,union,union,1,5794
2176,water,water,1,5613
2177,fail,suffer,0,5795
2178,cole,cole,1,5500
2179,rachel,rachel,1,5813
2180,greg,greg,1,5906
2181,aisle,aisle,1,5615
2182,footprints,toes,0,5491
2183,dana,dana,1,5604
2184,away,sparhawk,0,5423
2185,marie,marie,1,5950
2186,forrest,forrest,1,5304
2187,arrival,at,0,5820
2188,clipboard,clipboard,1,5546
2189,green,green,1,6720
2190,moment,awkward,0,5683
2191,beautiful,beautiful,1,5472
2192,jina,jina,1,5874
2193,sofia,sofia,1,5936
2194,beth,beth,1,6357
2195,normal,boring,0,5324
2196,morley,morley,1,5374
2197,nik,nik,1,5317
2198,graduation,graduation,1,5634
2199,purpose,purpose,1,5014
2200,soon,dante,0,5229
2201,pillar,pillar,1,5742
2202,scroll,scroll,1,5548
2203,token,token,1,5637
2204,lily,lily,1,6067
2205,later,next,0,5736
2206,erik,erik,1,5275
2207,mike,mike,1,5744
2208,monsters,monsters,1,5570
2209,dangerous,dangerous,1,5495
2210,sale,sale,1,5846
2211,tristran,tristran,1,5381
2212,patience,brotherhood,0,6137
2213,mareth,mareth,1,6043
2214,buggy,buggy,1,5717
2215,cops,cops,1,5392
2216,abram,abram,1,5518
2217,satisfied,satisfied,1,6327
2218,patty,patty,1,5509
2219,mermin,mermin,1,5834
2220,fareed,fareed,1,5416
2221,phantom,phantom,1,5508
2222,hill,hill,1,5368
2223,vikus,vikus,1,6262
2224,ronni,ronni,1,6113
2225,suited,interested,0,5693
2226,locked,locked,1,5679
2227,helen,helen,1,5905
2228,sharma,sharma,1,5577
2229,gabrielle,gabrielle,1,5722
2230,bree,bree,1,5454
2231,elsewhere,adjuster,0,5577
2232,abandoned,abandoned,1,5116
2233,hobbies,passions,0,5608
2234,natalie,natalie,1,5564
2235,paul,paul,1,5360
2236,vieve,viveve,0,5887
2237,carmine,carmine,1,5744
2238,tom,tom,1,5727
2239,ewan,ewan,1,5482
2240,ravine,ravine,1,5654
2241,mole,stranger,0,5727
2242,aaron,aaron,1,5661
2243,symbol,symbol,1,5838
2244,competing,competing,1,5203
2245,clock,clock,1,5555
2246,different,n't,0,6207
2247,nikki,nikki,1,5420
2248,addy,patrick,0,5503
2249,ares,ares,1,6018
2250,miracle,miracle,1,5341
2251,laurel,laurel,1,5796
2252,cane,cane,1,5682
2253,driving,driving,1,5287
2254,salzella,salzella,1,5561
2255,popcorn,popcorn,1,5477
2256,patients,patients,1,5787
2257,teria,teria,1,5454
2258,manager,manager,1,5550
2259,then,periods,0,5735
2260,bfg,ceiling,0,5536
2261,rock,rock,1,5702
2262,captain,captain,1,5882
2263,garage,garage,1,5416
2264,larry,larry,1,5352
2265,hotels,hotels,1,5687
2266,knuckle,knuckle,1,5542
2267,yarn,yarn,1,5759
2268,mathew,the,0,5771
2269,tiles,tiles,1,5736
2270,selena,paul,0,6266
2271,chamber,house,0,5550
2272,julian,julian,1,5383
2273,rod,rod,1,5706
2274,net,net,1,5529
2275,hacked,hacked,1,5665
2276,dorrie,dorrie,1,5556
2277,drink,drink,1,5196
2278,return,come,0,5797
2279,pit,edge,0,5652
2280,zip,zip,1,5212
2281,kari,kari,1,5383
2282,tracks,train,0,5596
2283,hunter,hunter,1,5936
2284,key,key,1,5569
2285,alisha,alisha,1,5614
2286,carlos,carlos,1,6129
2287,zachary,zachary,1,5266
2288,camera,camera,1,5352
2289,cleaned,cleaned,1,6021
2290,sacha,sacha,1,5757
2291,wolf,wolf,1,5667
2292,truck,truck,1,5613
2293,divorced,married,0,5090
2294,claire,claire,1,5509
2295,ambulance,ambulance,1,5590
2296,rules,rules,1,5617
2297,rich,rich,1,5484
2298,matched,matched,1,5661
2299,connor,beautiful,0,5594
2300,milk,milk,1,5257
2301,bastian,bastian,1,5268
2302,alicia,alicia,1,5915
2303,eddie,eddie,1,5600
2304,mission,mission,1,5631
2305,ghost,man,0,5320
2306,adrian,adrian,1,5952
2307,dancing,dancing,1,5826
2308,spell,spell,1,5894
2309,jess,jess,1,5991
2310,peter,peter,1,5819
2311,maxx,maxx,1,5358
2312,vanora,vanora,1,6367
2313,saddle,saddle,1,5567
2314,wolves,wolves,1,5436
2315,books,books,1,5629
2316,chad,chad,1,5812
2317,apart,happy,0,6120
2318,mark,mark,1,6245
2319,gazette,gazette,1,5583
2320,sobbing,christian,0,5325
2321,shave,shave,1,5586
2322,asleep,asleep,1,5785
2323,slips,slips,1,5476
2324,fen,fen,1,6049
2325,shuddered,knew,0,5870
2326,matt,matt,1,5584
2327,preston,preston,1,5421
2328,ariel,ariel,1,5795
2329,ben,ben,1,5338
2330,kel,kel,1,5682
2331,emma,emma,1,5363
2332,francis,francis,1,5855
2333,color,color,1,5453
2334,rock,rock,1,5575
2335,sailing,sailing,1,5795
2336,zach,zach,1,5543
2337,important,important,1,5660
2338,benevolence,benevolence,1,5555
2339,finesse,finesse,1,5341
2340,blair,blair,1,5389
2341,council,council,1,5621
2342,paul,paul,1,5765
2343,ellen,ellen,1,5330
2344,gaent,gaent,1,5844
2345,surprised,surprised,1,5295
2346,hook,hook,1,5653
2347,siblings,siblings,1,5534
2348,abby,abby,1,5548
2349,adrian,adrian,1,6427
2350,alanki,alanki,1,5383
2351,light,light,1,5653
2352,magik,magik,1,5807
2353,manny,manny,1,5198
2354,alexander,alexander,1,5862
2355,dad,dad,1,5539
2356,malcolm,malcolm,1,5319
2357,batman,batman,1,5550
2358,podium,podium,1,5687
2359,jenkins,jenkins,1,5699
2360,laura,laura,1,5356
2361,drake,drake,1,5265
2362,jewels,reapers,0,5803
2363,drake,drake,1,5795
2364,blindfolded,blind,0,6121
2365,dogs,dogs,1,5530
2366,schedule,schedule,1,5439
2367,emi,emi,1,5774
2368,linus,linus,1,5815
2369,tray,tray,1,5542
2370,tower,entrance,0,5637
2371,sorry,sorry,1,5635
2372,grief,grief,1,5679
2373,higgins,higgins,1,5768
2374,condition,bed,0,5674
2375,altair,altair,1,5378
2376,journalists,journalists,1,5432
2377,present,present,1,5515
2378,cigarettes,cigarettes,1,5597
2379,human,human,1,5924
2380,mario,mario,1,5289
2381,tonight,tonight,1,6423
2382,charlie,charlie,1,5569
2383,gabe,gabe,1,5504
2384,candice,shape,0,5388
2385,ivy,ivy,1,5361
2386,shutter,button,0,5511
2387,rusty,rusty,1,5075
2388,shirley,shirley,1,5678
2389,jia,jia,1,5521
2390,die,surrender,0,6080
2391,bag,bag,1,5469
2392,license,license,1,5725
2393,workshop,workshop,1,5717
2394,prophecy,prophecy,1,5609
2395,aircar,car,0,5560
2396,fountain,fountain,1,5693
2397,paint,paint,1,5888
2398,bail,bail,1,6399
2399,fruit,where,0,6075
2400,tristan,tristan,1,5450
2401,ankle,ankle,1,5473
2402,mareth,mareth,1,5867
2403,track,track,1,5568
2404,line,line,1,5588
2405,gazebo,gazebo,1,5562
2406,love,love,1,5393
2407,christian,detchristian,0,5775
2408,me,right,0,5246
2409,mud,mess,0,5557
2410,creator,creator,1,5725
2411,pete,pete,1,5435
2412,catwalk,catwalk,1,5581
2413,ram,ram,1,5340
2414,dagdron,earl,0,5823
2415,adventurer,adventurer,1,5647
2416,pit,sandpit,0,5495
2417,spencer,spencer,1,5723
2418,roke,roke,1,5575
2419,journal,journal,1,5618
2420,sofia,sofia,1,5411
2421,andrew,andrew,1,5880
2422,cisco,cisco,1,6488
2423,marilyn,marilyn,1,5745
2424,size,size,1,5706
2425,madeline,madeline,1,5420
2426,joel,joel,1,5397
2427,tracy,tracy,1,5408
2428,veil,veil,1,5643
2429,chrissy,chrissy,1,5802
2430,doctor,doctor,1,5685
2431,foster,nimmo,0,5841
2432,dawson,dawson,1,6257
2433,peat,peat,1,5361
2434,castle,castle,1,5553
2435,twitchtip,ares,0,5474
2436,liquor,alcohol,0,5570
2437,beth,beth,1,5268
2438,sebastian,sebastian,1,5463
2439,abby,abby,1,5580
2440,guardian,guardian,1,5588
2441,shadow,shadow,1,6178
2442,kid,kid,1,5339
2443,cots,cots,1,5629
2444,loser,loser,1,5642
2445,pig,pig,1,5502
2446,charles,charles,1,5671
2447,frost,frost,1,5900
2448,andy,andy,1,5828
2449,michael,michael,1,5344
2450,terra,terra,1,5817
2451,cafe,cafe,1,5720
2452,tom,tom,1,5697
2453,revenge,revenge,1,5304
2454,flu,flu,1,5474
2455,afterlife,afterlife,1,5513
2456,easel,list,0,5971
2457,butterfly,butterfly,1,5567
2458,emily,emily,1,5713
2459,rug,rug,1,5425
2460,talk,chat,0,5718
2461,canvas,scroll,0,5477
2462,ruth,ruth,1,5354
2463,fun,fun,1,5487
2464,cookies,cookies,1,5802
2465,danny,danny,1,5387
2466,lauren,liam,0,5437
2467,apply,apply,1,5506
2468,prayers,prayers,1,5852
2469,chris,chris,1,5743
2470,service,service,1,5479
2471,aaron,aaron,1,5588
2472,fane,fane,1,5381
2473,maximilian,matilda,0,5976
2474,director,director,1,5534
2475,quinlan,quinlan,1,5549
2476,ryan,ryan,1,5496
2477,creep,creep,1,5639
2478,daniel,daniel,1,5801
2479,inn,inn,1,6466
2480,tentacle,tentacle,1,5720
2481,lucian,lucian,1,5906
2482,wound,wound,1,5625
2483,reaper,reaper,1,5519
2484,farmer,farmer,1,5581
2485,nick,nick,1,5787
2486,party,party,1,5791
2487,vegas,las,0,5547
2488,smith,smith,1,5517
2489,thought,thought,1,5406
2490,sally,sally,1,5335
2491,masal,masal,1,6007
2492,rest,sleep,0,5313
2493,joel,joel,1,5696
2494,laptop,laptop,1,5712
2495,remington,remington,1,5789
2496,damon,damon,1,5729
2497,steve,steve,1,5939
2498,stormy,stormy,1,5414
2499,michael,michael,1,5312
2500,castle,castle,1,5535
2501,supplies,supplies,1,5539
2502,bickerstaff,bickerstaff,1,5407
2503,gang,gang,1,5561
2504,werewolf,one,0,5555
2505,garage,garage,1,5770
2506,guilt,guilt,1,5284
2507,dragon,dragon,1,5585
2508,damon,damon,1,5290
2509,tome,tome,1,5688
2510,dana,dana,1,5338
2511,victor,victor,1,5505
2512,chapel,chapel,1,5738
2513,charles,bethanny,0,5654
2514,amanda,the,0,5564
2515,kylie,kylie,1,5322
2516,nancy,nancy,1,5240
2517,aaron,jenny,0,5297
2518,party,party,1,5666
2519,thorn,thorn,1,5601
2520,precinct,precinct,1,5864
2521,warlord,warlord,1,5538
2522,diner,dinerthem,0,5815
2523,luna,luna,1,5373
2524,puppy,puppy,1,5531
2525,warren,warren,1,5362
2526,project,project,1,6489
2527,waitress,waiter,0,5686
2528,stars,quiet,0,5487
2529,cash,cash,1,5264
2530,edric,edric,1,5775
2531,weird,awkward,0,5136
2532,puppet,puppetmirror,0,5451
2533,tunnel,wasps,0,5606
2534,elder,elder,1,5340
2535,orchard,orchard,1,5704
2536,quick,quick,1,6308
2537,vortex,vortex,1,5629
2538,cassie,cassie,1,5372
2539,johanna,johanna,1,6637
2540,mal,mal,1,5527
2541,sebastian,sebastian,1,5420
2542,dream,dream,1,5479
2543,kade,kade,1,5518
2544,hairy,hairy,1,5466
2545,terra,terra,1,5399
2546,bret,bret,1,5431
2547,velvet,velvet,1,6224
2548,tim,rod,0,5521
2549,germanic,germanic,1,5328
2550,helicopter,helicopter,1,5536
2551,chick,chick,1,5348
2552,michael,michael,1,5607
2553,joel,joel,1,5767
2554,celebrate,celebrate,1,5189
2555,student,student,1,5729
2556,tony,tony,1,5600
2557,walter,walter,1,5335
2558,bess,bess,1,6027
2559,peter,peter,1,5837
2560,prince,prince,1,5700
2561,everett,everett,1,5518
2562,nightmares,nightmares,1,5489
2563,studio,studio,1,5154
2564,list,list,1,5668
2565,birmingham,birmingham,1,5297
2566,kiss,fact,0,5819
2567,caleb,caleb,1,5309
2568,cottage,door,0,5768
2569,keech,keech,1,6242
2570,collin,collin,1,5159
2571,louis,louis,1,5595
2572,keys,keys,1,5436
2573,locker,locker,1,5715
2574,rafe,rafe,1,5395
2575,staring,staring,1,6130
2576,karen,karen,1,5206
2577,heather,heather,1,5525
2578,flower,flower,1,5735
2579,ella,ella,1,5717
2580,stop,turn,0,5602
2581,petr,petr,1,5500
2582,fire,fire,1,5916
2583,drive,drive,1,5616
2584,paul,paul,1,5587
2585,logan,logan,1,6638
2586,harlow,harlow,1,5479
2587,sebastian,sebastian,1,5514
2588,darlene,darlene,1,5323
2589,treadmill,treadmill,1,5551
2590,rusty,rusty,1,5385
2591,ion,ion,1,5501
2592,strength,strength,1,5630
2593,addy,addy,1,5772
2594,cat,cat,1,5590
2595,rest,rest,1,5364
2596,evan,evan,1,5390
2597,skins,skins,1,5650
2598,andre,andre,1,5890
2599,ana,ana,1,5638
2600,elizabeth,elizabeth,1,5525
2601,hospital,hospital,1,5670
2602,pilot,pilot,1,5512
2603,castle,castle,1,5720
2604,noelle,noelle,1,5415
2605,pack,pack,1,5592
2606,leanne,leanne,1,5346
2607,mum,mum,1,5655
2608,turn,turn,1,5445
2609,clubs,clubs,1,6046
2610,gorilla,gorilla,1,5638
2611,devil,devil,1,5375
2612,swim,swim,1,5068
2613,frontier,frontier,1,5493
2614,garrett,garrett,1,5596
2615,ice,ice,1,5702
2616,kandrigi,kandrig,0,5546
2617,firm,firm,1,5629
2618,rats,feet,0,5394
2619,igor,igor,1,5657
2620,tower,tower,1,5627
2621,agreed,agreed,1,5692
2622,emilia,emilia,1,5503
2623,green,colony,0,5474
2624,grant,grant,1,6438
2625,journal,journal,1,5682
2626,aiden,aiden,1,5515
2627,rose,rose,1,5472
2628,monroe,monroe,1,5198
2629,bet,bet,1,5512
2630,casey,casey,1,5339
2631,teacher,teacher,1,5634
2632,anna,anna,1,5658
2633,firm,firm,1,5869
2634,sofia,sofia,1,5902
2635,recipe,recipe,1,5501
2636,pity,pity,1,5193
2637,scared,scared,1,5707
2638,dad,dad,1,5648
2639,gisbo,gisbo,1,5334
2640,maze,water,0,5534
2641,wanda,wanda,1,5519
2642,distraction,distraction,1,5676
2643,mckenzie,mckenzie,1,5495
2644,forgiven,forgiven,1,6078
2645,luke,luke,1,5626
2646,weird,weird,1,5758
2647,grimace,grimace,1,5983
2648,manjy,manjy,1,5653
2649,stalker,stalker,1,5571
2650,truman,truman,1,5182
2651,adam,sean,0,5665
2652,stolen,stolen,1,5407
2653,weird,weird,1,5682
2654,trim,trim,1,5496
2655,dusty,dusty,1,5329
2656,bench,bench,1,6099
2657,jack,jack,1,5551
2658,jones,jones,1,5976
2659,colleen,colleen,1,5299
2660,pizza,pizza,1,5814
2661,flu,flu,1,5681
2662,date,chance,0,5622
2663,vase,vase,1,5506
2664,knocked,visitors,0,6369
2665,miracle,miracle,1,5273
2666,hunters,hunters,1,5626
2667,bushes,bushes,1,5908
2668,wrestling,wrestling,1,5351
2669,orin,orin,1,5420
2670,foal,foal,1,5631
2671,smuggle,smuggle,1,5597
2672,cell,cell,1,5636
2673,matilda,matilda,1,5663
2674,strong,strong,1,5773
2675,nadya,nadya,1,5455
2676,donovan,bria,0,5523
2677,piano,piano,1,5964
2678,jo,jo,1,5532
2679,freddie,freddie,1,5670
2680,bid,bid,1,6104
2681,teacher,friend,0,5468
2682,toby,toby,1,5235
2683,burgers,sweettea,0,5730
2684,mia,mia,1,5241
2685,job,job,1,5616
2686,odd,odd,1,5562
2687,drive,drive,1,5527
2688,setzer,setzer,1,5473
2689,cookies,cookies,1,5673
2690,anna,anna,1,5567
2691,virginia,virginia,1,5422
2692,cable,cable,1,5593
2693,weak,lying,0,5702
2694,plane,plane,1,5634
2695,rod,rod,1,5646
2696,client,client,1,5558
2697,hector,marina,0,5384
2698,dragon,dragon,1,5501
2699,mike,mike,1,5584
2700,stick,stick,1,5747
2701,grave,grave,1,5507
2702,stopping,stopping,1,6404
2703,christian,christian,1,5688
2704,phidias,phidias,1,5674
2705,amanda,amanda,1,5683
2706,nick,nick,1,5547
2707,yegor,yegor,1,5518
2708,hottie,hottie,1,5619
2709,cara,hypnotized,0,5977
2710,blanket,blanket,1,5542
2711,first,fiona,0,5214
2712,trailers,trailers,1,5538
2713,sophie,sophie,1,5357
2714,skye,david,0,5813
2715,gentleman,gentleman,1,5640
2716,listens,listens,1,5560
2717,craig,craig,1,5772
2718,josh,josh,1,5730
2719,jake,jake,1,5857
2720,minister,minister,1,5475
2721,swamp,swamp,1,5559
2722,armoire,armoire,1,5610
2723,preston,preston,1,5500
2724,kayla,kayla,1,5392
2725,tents,tents,1,5632
2726,listening,listening,1,6252
2727,sheriff,sheriff,1,6068
2728,paying,paying,1,5228
2729,mathews,mathews,1,5537
2730,suspect,problem,0,5654
2731,market,market,1,6065
2732,rug,ground,0,5535
2733,bruce,bruce,1,5778
2734,mike,mike,1,5454
2735,king,king,1,5666
2736,department,force,0,5634
2737,luccio,luccio,1,5412
2738,captain,captain,1,5639
2739,fries,fries,1,5214
2740,amber,amber,1,5689
2741,wood,wood,1,5697
2742,torie,torie,1,5520
2743,spiders,spiders,1,6206
2744,mermaid,mermaid,1,5503
2745,arrest,sfate,0,6801
2746,armed,armed,1,5723
2747,trigger,trigger,1,5494
2748,dream,dream,1,5559
2749,michael,michael,1,5833
2750,valeria,valeria,1,5642
2751,indie,indie,1,5395
2752,women,women,1,6341
2753,partner,partner,1,5755
2754,pip,pip,1,5831
2755,yugo,yugo,1,5130
2756,boxes,boxes,1,5686
2757,fingers,fingers,1,5863
2758,truck,truck,1,6632
2759,captain,beginning,0,5454
2760,heeled,heeled,1,5766
2761,bags,chance,0,5641
2762,another,again,0,5877
2763,henry,henry,1,5323
2764,forever,forever,1,5523
2765,liyra,liyra,1,5274
2766,van,van,1,5863
2767,gabe,gabe,1,5818
2768,lissa,lissa,1,5285
2769,workers,men,0,5967
2770,misty,misty,1,5133
2771,bike,bike,1,5718
2772,lou,lou,1,5012
2773,van,van,1,5742
2774,ana,ana,1,5211
2775,walked,walked,1,6322
2776,jade,jade,1,5389
2777,alec,alec,1,5485
2778,twin,twin,1,5519
2779,lesley,lesley,1,5454
2780,shirt,shirt,1,5513
2781,rain,the,0,5435
2782,galley,bridge,0,5740
2783,van,van,1,5764
2784,collin,collin,1,5624
2785,amy,amy,1,5452
2786,hereward,hereward,1,6231
2787,skip,skip,1,6410
2788,prince,prince,1,5338
2789,ana,mckenzie,0,5601
2790,bird,bird,1,5159
2791,jon,jon,1,5727
2792,michael,michael,1,5268
2793,melissa,melissa,1,5675
2794,but,but,1,5616
2795,marquis,marquis,1,5590
2796,type,type,1,5339
2797,savannah,savannah,1,5900
2798,sashes,sashes,1,5455
2799,stage,stage,1,5735
2800,kingdom,kingdom,1,5708
2801,dixon,dixon,1,5437
2802,gaent,gaent,1,5954
2803,pumpkins,pumpkins,1,5572
2804,nice,sweet,0,5435
2805,playing,playing,1,5809
2806,age,age,1,5562
2807,scarf,scarf,1,5555
2808,carriage,carriage,1,5611
2809,bed,bed,1,5268
2810,admiral,admiral,1,5564
2811,bouquet,bouquet,1,5587
2812,king,king,1,5474
2813,julia,julia,1,5403
2814,isabelle,isabelle,1,5656
2815,loft,loft,1,5591
2816,pizza,pizza,1,5649
2817,first,faster,0,6327
2818,canteen,canteen,1,5323
2819,tristan,tristan,1,5316
2820,scent,scent,1,5722
2821,ethan,ethan,1,5505
2822,joey,joey,1,5822
2823,jubal,jubal,1,5569
2824,couple,family,0,6070
2825,seasons,seasons,1,5441
2826,teresa,teresa,1,5298
2827,bait,substitute,0,5565
2828,pill,pill,1,5655
2829,ananda,ananda,1,5700
2830,knock,knock,1,5517
2831,agenda,agenda,1,5536
2832,dean,dean,1,6853
2833,ordered,ordered,1,6147
2834,geek,geek,1,5600
2835,corner,corner,1,6516
2836,sniff,meet,0,5306
2837,awake,awake,1,5585
2838,related,sisters,0,5719
2839,girl,girl,1,6779
2840,tanner,mrt,0,5617
2841,dog,dog,1,5584
2842,neal,neal,1,5590
2843,vegas,lasvegas,0,5506
2844,soldiers,soldiers,1,5314
2845,hit,hit,1,5434
2846,lizzie,lizzie,1,5601
2847,bella,bella,1,5625
2848,cett,cett,1,5464
2849,bear,fin,0,5808
2850,tube,tube,1,5732
2851,leonardo,leonardo,1,5577
2852,shiloh,shiloh,1,6385
2853,sister,sister,1,5645
2854,goldfinger,goldfinger,1,5246
2855,lachlan,lachlan,1,5812
2856,cake,cake,1,5687
2857,lystus,lystus,1,5569
2858,arin,arin,1,5499
2859,manicure,manicure,1,5647
2860,cars,cars,1,5767
2861,bartley,bartley,1,5615
2862,griffin,griffin,1,5386
2863,studio,studio,1,6251
2864,mexico,mexico,1,5359
2865,actor,actor,1,5577
2866,stupid,stupid,1,5623
2867,suicidal,suicidal,1,5393
