#,Gold,Prediction,Correct,PromptLength
2008,aidan,apply,0,932
2009,won,survived,0,933
2010,cassie,vaughn,0,856
2011,anyway,need,0,846
2012,ana,ana,1,972
2013,bullhorn,bullhorn,1,917
2014,coward,coward,1,912
2015,jacuzzi,jacuzzi,1,946
2016,gracie,thehouse,0,896
2017,ambulance,operatingroom,0,989
2018,increased,exchanged,0,1140
2019,ground,ground,1,1034
2020,carriage,carriage,1,1016
2021,stacie,yadira,0,921
2022,jessie,thesmallcott,0,1054
2023,bean,bean,1,922
2024,stall,stall,1,1024
2025,cuthbert,cuthbert,1,946
2026,cat,cat,1,1018
2027,directory,directory,1,1107
2028,diversions,creating,0,882
2029,mostly,avoiding,0,962
2030,cold,cold,1,1011
2031,kir,kir,1,1053
2032,elena,elena,1,950
2033,luxury,bath,0,951
2034,thorn,thorn,1,877
2035,guilt,guilt,1,1124
2036,witches,witches,1,1004
2037,sing,sing,1,1010
2038,jane,jane,1,1065
2039,godric,edric,0,946
2040,ana,ana,1,949
2041,doomba,doomba,1,1077
2042,released,released,1,953
2043,consolation,consolation,1,913
2044,plate,plate,1,1161
2045,axel,axel,1,947
2046,jason,casanova,0,934
2047,saints,saints,1,929
2048,ghosts,ghosts,1,928
2049,neils,neils,1,1058
2050,me,pretending,0,978
2051,help,help,1,1127
2052,cash,sir,0,893
2053,two,two,1,866
2054,jock,chris,0,1073
2055,gloria,gloria,1,988
2056,amused,listening,0,1056
2057,ring,ring,1,974
2058,vegas,marry,0,1265
2059,mud,mud,1,1063
2060,english,life,0,1045
2061,servant,servant,1,915
2062,candle,candle,1,925
2063,dad,dad,1,979
2064,coffin,coffin,1,1092
2065,objecting,object,0,955
2066,joshua,joshua,1,948
2067,godric,godric,1,1015
2068,isabelle,unfortunately,0,990
2069,kay,leland,0,970
2070,teeth,teeth,1,987
2071,playing,playing,1,1028
2072,tyana,tyana,1,933
2073,maria,maria,1,1097
2074,ana,ana,1,1026
2075,watching,watching,1,1015
2076,rachel,rachel,1,997
2077,gallery,gallery,1,1138
2078,searching,search,0,1097
2079,asparagus,asparagus,1,885
2080,socket,socket,1,1177
2081,hatfield,henryhat,0,1495
2082,open,open,1,1239
2083,kainar,kainar,1,1027
2084,box,thing,0,924
2085,sleep,more,0,910
2086,duke,kengoodspeed,0,1159
2087,troll,troll,1,1206
2088,zorro,zorro,1,1153
2089,will,will,1,980
2090,traveling,traveling,1,1058
2091,lystus,lexia,0,1012
2092,cry,cry,1,993
2093,stone,nita,0,947
2094,vent,vent,1,987
2095,twin,twin,1,845
2096,dawsley,dawsley,1,842
2097,school,school,1,901
2098,jina,him,0,1129
2099,tara,tara,1,1091
2100,conrad,him,0,955
2101,sanctuary,sanctuary,1,1132
2102,nicholas,nicholas,1,1006
2103,mugger,mugger,1,1122
2104,romantic,romantic,1,1002
2105,helen,drake,0,1059
2106,lynn,clay,0,1010
2107,pouch,hand,0,879
2108,flattered,flattered,1,1059
2109,iridium,iridium,1,888
2110,bartending,bartending,1,973
2111,jenkins,jenkins,1,880
2112,nalizar,joel,0,912
2113,matt,matt,1,1045
2114,choking,crying,0,941
2115,reading,it,0,971
2116,school,school,1,990
2117,cup,cup,1,944
2118,rusty,rusty,1,906
2119,dot,dot,1,922
2120,grill,hood,0,1010
2121,portal,portal,1,989
2122,terri,blake,0,1094
2123,sovant,sovant,1,1034
2124,pierce,pierce,1,1121
2125,otto,otto,1,912
2126,ty,ty,1,924
2127,cruthin,cruthin,1,1018
2128,ball,horizon,0,1036
2129,kendril,ami,0,873
2130,bossy,bossy,1,970
2131,pat,pat,1,949
2132,file,file,1,931
2133,camille,camille,1,1039
2134,hydra,hydra,1,1025
2135,tape,tape,1,895
2136,dryer,backyard,0,938
2137,doughnuts,doughnuts,1,963
2138,savannah,emily,0,1006
2139,melissa,melissa,1,1023
2140,cassie,cassie,1,930
2141,wiggle,wiggle,1,1164
2142,andrus,andrus,1,1000
2143,mayor,mayor,1,950
2144,pay,pay,1,990
2145,daniel,daniel,1,1008
2146,alfred,alfred,1,889
2147,brooks,brooks,1,907
2148,terran,terran,1,993
2149,mozart,mozart,1,1039
2150,aaron,keira,0,1105
2151,cowboy,cowboy,1,895
2152,maklavir,maklavir,1,1248
2153,avigail,marriage,0,1193
2154,josh,josh,1,1213
2155,elena,elena,1,977
2156,emotions,emotions,1,1021
2157,kate,kate,1,1081
2158,balloons,balloons,1,983
2159,kiyu,kiyu,1,970
2160,lemons,lemons,1,1066
2161,logan,sid,0,1117
2162,vial,vial,1,978
2163,dull,dull,1,959
2164,lucien,lucien,1,1095
2165,macklin,polydoor,0,1174
2166,bump,bump,1,993
2167,izzy,izzy,1,925
2168,busy,busy,1,970
2169,paul,peace,0,1029
2170,greg,greg,1,1034
2171,van,van,1,1002
2172,cookies,cookies,1,964
2173,jackpot,jackpot,1,992
2174,help,defended,0,991
2175,union,galactic,0,1069
2176,water,water,1,989
2177,fail,fail,1,967
2178,cole,if,0,878
2179,rachel,rachel,1,995
2180,greg,greg,1,955
2181,aisle,aisle,1,1078
2182,footprints,greek,0,918
2183,dana,raquel,0,902
2184,away,away,1,912
2185,marie,marie,1,1258
2186,forrest,forrest,1,1024
2187,arrival,presence,0,954
2188,clipboard,clipboard,1,1082
2189,green,green,1,1058
2190,moment,awkwardness,0,941
2191,beautiful,beautiful,1,1001
2192,jina,jina,1,1125
2193,sofia,cole,0,921
2194,beth,mom,0,1157
2195,normal,someone,0,928
2196,morley,morley,1,986
2197,nik,nik,1,1006
2198,graduation,wedding,0,960
2199,purpose,purpose,1,973
2200,soon,again,0,855
2201,pillar,pillar,1,1086
2202,scroll,scroll,1,1089
2203,token,token,1,973
2204,lily,moans,0,935
2205,later,next,0,934
2206,erik,erik,1,894
2207,mike,mike,1,952
2208,monsters,hills,0,1005
2209,dangerous,dangerous,1,991
2210,sale,sale,1,1159
2211,tristran,tristran,1,1002
2212,patience,another,0,980
2213,mareth,gregor,0,1034
2214,buggy,buggy,1,992
2215,cops,partners,0,998
2216,abram,danglars,0,1079
2217,satisfied,satisfied,1,980
2218,patty,josh,0,1071
2219,mermin,mermin,1,974
2220,fareed,gwen,0,1039
2221,phantom,phantom,1,991
2222,hill,hill,1,917
2223,vikus,vikus,1,899
2224,ronni,ronni,1,1041
2225,suited,interested,0,985
2226,locked,locked,1,1034
2227,helen,stephanie,0,966
2228,sharma,sharma,1,1026
2229,gabrielle,gabrielle,1,1051
2230,bree,bree,1,957
2231,elsewhere,now,0,979
2232,abandoned,abandoned,1,901
2233,hobbies,passions,0,979
2234,natalie,natalie,1,1069
2235,paul,paul,1,1084
2236,vieve,vivienne,0,890
2237,carmine,carmine,1,974
2238,tom,it,0,976
2239,ewan,diormid,0,1070
2240,ravine,ravine,1,970
2241,mole,stranger,0,1056
2242,aaron,aaron,1,887
2243,symbol,symbol,1,1144
2244,competing,competing,1,895
2245,clock,clock,1,950
2246,different,real,0,938
2247,nikki,nikki,1,1032
2248,addy,juliette,0,1004
2249,ares,ares,1,1191
2250,miracle,wayne,0,922
2251,laurel,laurel,1,1103
2252,cane,cane,1,1019
2253,driving,driving,1,956
2254,salzella,salzella,1,1085
2255,popcorn,popcorn,1,887
2256,patients,patients,1,933
2257,teria,quickly,0,1014
2258,manager,manager,1,948
2259,then,now,0,972
2260,bfg,sky,0,930
2261,rock,rock,1,1076
2262,captain,captain,1,1246
2263,garage,parkinglot,0,1034
2264,larry,larry,1,981
2265,hotels,properties,0,1038
2266,knuckle,knuckle,1,959
2267,yarn,yarn,1,973
2268,mathew,mathew,1,986
2269,tiles,tiles,1,1025
2270,selena,her,0,1099
2271,chamber,house,0,968
2272,julian,julian,1,918
2273,rod,bill,0,1034
2274,net,net,1,1014
2275,hacked,hacked,1,981
2276,dorrie,gabriel,0,1023
2277,drink,drink,1,1016
2278,return,return,1,905
2279,pit,edge,0,969
2280,zip,zip,1,821
2281,kari,kari,1,1063
2282,tracks,tracks,1,1053
2283,hunter,hunter,1,866
2284,key,key,1,1025
2285,alisha,his,0,1121
2286,carlos,arrival,0,1101
2287,zachary,zachary,1,958
2288,camera,camera,1,932
2289,cleaned,decorated,0,993
2290,sacha,sacha,1,1018
2291,wolf,wolf,1,1050
2292,truck,truck,1,925
2293,divorced,divorced,1,875
2294,claire,claire,1,850
2295,ambulance,hospital,0,1088
2296,rules,rules,1,933
2297,rich,rich,1,985
2298,matched,matched,1,1066
2299,connor,beautiful,0,1020
2300,milk,freddy,0,925
2301,bastian,bastian,1,966
2302,alicia,frank,0,1025
2303,eddie,eddie,1,896
2304,mission,assignment,0,978
2305,ghost,man,0,965
2306,adrian,adrian,1,975
2307,dancing,dancing,1,944
2308,spell,spell,1,1006
2309,jess,jess,1,1305
2310,peter,peter,1,1055
2311,maxx,maxx,1,991
2312,vanora,vanora,1,1028
2313,saddle,saddle,1,1051
2314,wolves,their,0,1028
2315,books,books,1,1147
2316,chad,chad,1,937
2317,apart,over,0,952
2318,mark,mark,1,1085
2319,gazette,gazette,1,1164
2320,sobbing,sobbing,1,966
2321,shave,shave,1,961
2322,asleep,stroking,0,912
2323,slips,slips,1,983
2324,fen,fen,1,959
2325,shuddered,remembered,0,1150
2326,matt,matt,1,1034
2327,preston,preston,1,1046
2328,ariel,her,0,964
2329,ben,ben,1,1006
2330,kel,kel,1,979
2331,emma,emma,1,967
2332,francis,francis,1,1009
2333,color,color,1,984
2334,rock,rock,1,977
2335,sailing,normal,0,924
2336,zach,zach,1,995
2337,important,important,1,1019
2338,benevolence,organization,0,1092
2339,finesse,finesse,1,976
2340,blair,blair,1,1066
2341,council,council,1,919
2342,paul,paul,1,1148
2343,ellen,ellen,1,900
2344,gaent,gaent,1,1161
2345,surprised,surprised,1,926
2346,hook,hook,1,920
2347,siblings,siblings,1,956
2348,abby,abby,1,1167
2349,adrian,adrian,1,1079
2350,alanki,alanki,1,981
2351,light,light,1,1040
2352,magik,magik,1,1036
2353,manny,soon,0,869
2354,alexander,alexander,1,1330
2355,dad,dad,1,1037
2356,malcolm,malcolm,1,987
2357,batman,batman,1,1091
2358,podium,podium,1,989
2359,jenkins,jenkins,1,990
2360,laura,darling,0,963
2361,drake,drake,1,975
2362,jewels,reaper,0,973
2363,drake,madoc,0,929
2364,blindfolded,without,0,1244
2365,dogs,dogs,1,1011
2366,schedule,schedule,1,994
2367,emi,emi,1,1159
2368,linus,linus,1,1090
2369,tray,tray,1,1048
2370,tower,entrance,0,983
2371,sorry,sorry,1,946
2372,grief,grief,1,948
2373,higgins,higgins,1,991
2374,condition,bed,0,1046
2375,altair,idea,0,965
2376,journalists,journalism,0,1028
2377,present,present,1,971
2378,cigarettes,cigarettes,1,1099
2379,human,life,0,1077
2380,mario,mario,1,1015
2381,tonight,get,0,1006
2382,charlie,charlie,1,1146
2383,gabe,gabe,1,845
2384,candice,what,0,913
2385,ivy,ivy,1,915
2386,shutter,button,0,920
2387,rusty,rusty,1,916
2388,shirley,shirley,1,1024
2389,jia,jia,1,928
2390,die,die,1,974
2391,bag,bag,1,940
2392,license,license,1,950
2393,workshop,workshop,1,977
2394,prophecy,prophecy,1,908
2395,aircar,landing,0,984
2396,fountain,fountain,1,973
2397,paint,paint,1,992
2398,bail,it,0,928
2399,fruit,terrible,0,1018
2400,tristan,tristan,1,1026
2401,ankle,ankle,1,929
2402,mareth,mareth,1,1070
2403,track,track,1,947
2404,line,line,1,934
2405,gazebo,gazebo,1,937
2406,love,love,1,1124
2407,christian,roberts,0,1135
2408,me,common,0,975
2409,mud,mess,0,961
2410,creator,creator,1,1094
2411,pete,pete,1,986
2412,catwalk,catwalk,1,1014
2413,ram,ram,1,962
2414,dagdron,dagdron,1,1039
2415,adventurer,adventurer,1,1259
2416,pit,sandpit,0,1147
2417,spencer,spencer,1,858
2418,roke,roke,1,1067
2419,journal,journal,1,908
2420,sofia,vivienne,0,974
2421,andrew,tanner,0,1069
2422,cisco,calm,0,984
2423,marilyn,marilyn,1,1049
2424,size,size,1,965
2425,madeline,lili,0,997
2426,joel,joel,1,970
2427,tracy,tracy,1,907
2428,veil,veil,1,935
2429,chrissy,mom,0,960
2430,doctor,doctor,1,1032
2431,foster,nimmo,0,934
2432,dawson,dawson,1,1041
2433,peat,peat,1,954
2434,castle,castle,1,995
2435,twitchtip,ripred,0,977
2436,liquor,alcohol,0,962
2437,beth,jack,0,929
2438,sebastian,sebastian,1,926
2439,abby,didn't,0,1074
2440,guardian,guardian,1,1018
2441,shadow,shadow,1,971
2442,kid,kid,1,881
2443,cots,cots,1,938
2444,loser,loser,1,1139
2445,pig,glutton,0,877
2446,charles,children,0,990
2447,frost,frost,1,1102
2448,andy,andy,1,1084
2449,michael,michael,1,1104
2450,terra,terra,1,998
2451,cafe,cafe,1,1053
2452,tom,tom,1,1099
2453,revenge,revenge,1,926
2454,flu,bus,0,1049
2455,afterlife,afterlife,1,924
2456,easel,plan,0,1253
2457,butterfly,butterfly,1,981
2458,emily,beatrice,0,909
2459,rug,rug,1,948
2460,talk,catch,0,1018
2461,canvas,scroll,0,881
2462,ruth,ruth,1,1029
2463,fun,pr,0,932
2464,cookies,cookies,1,944
2465,danny,danny,1,1026
2466,lauren,help,0,1072
2467,apply,apply,1,949
2468,prayers,prayers,1,997
2469,chris,chris,1,911
2470,service,service,1,870
2471,aaron,aaron,1,984
2472,fane,fane,1,940
2473,maximilian,maximilian,1,1069
2474,director,director,1,947
2475,quinlan,quinlan,1,1039
2476,ryan,ryan,1,900
2477,creep,creep,1,904
2478,daniel,daniel,1,972
2479,inn,inn,1,1165
2480,tentacle,tentacle,1,1064
2481,lucian,lucian,1,1034
2482,wound,wound,1,904
2483,reaper,reaper,1,903
2484,farmer,farmer,1,923
2485,nick,nick,1,998
2486,party,party,1,1127
2487,vegas,lasvegas,0,980
2488,smith,peter,0,1056
2489,thought,thought,1,876
2490,sally,mother,0,892
2491,masal,masal,1,1122
2492,rest,sleep,0,972
2493,joel,joel,1,933
2494,laptop,laptop,1,939
2495,remington,remington,1,1083
2496,damon,damon,1,987
2497,steve,steve,1,981
2498,stormy,stormy,1,993
2499,michael,jared,0,894
2500,castle,castle,1,1020
2501,supplies,supplies,1,932
2502,bickerstaff,bickerstaff,1,1092
2503,gang,streets,0,948
2504,werewolf,werewolf,1,957
2505,garage,garage,1,1083
2506,guilt,guilt,1,901
2507,dragon,dragon,1,1016
2508,damon,him,0,1011
2509,tome,tome,1,964
2510,dana,dana,1,962
2511,victor,victor,1,958
2512,chapel,chapel,1,1032
2513,charles,thedoor,0,1084
2514,amanda,thedriveway,0,1152
2515,kylie,kylie,1,949
2516,nancy,nancy,1,1067
2517,aaron,aaron,1,1157
2518,party,party,1,1108
2519,thorn,thorn,1,939
2520,precinct,precinct,1,972
2521,warlord,warlord,1,917
2522,diner,diner,1,982
2523,luna,luna,1,940
2524,puppy,puppy,1,994
2525,warren,warren,1,1150
2526,project,project,1,1085
2527,waitress,waiter,0,955
2528,stars,silence,0,1051
2529,cash,cash,1,961
2530,edric,edric,1,1098
2531,weird,awkward,0,925
2532,puppet,puppet,1,1112
2533,tunnel,plan,0,974
2534,elder,elder,1,972
2535,orchard,orchard,1,1005
2536,quick,long,0,1047
2537,vortex,telenian,0,983
2538,cassie,c,0,1050
2539,johanna,johanna,1,1046
2540,mal,mal,1,1023
2541,sebastian,sebastian,1,1050
2542,dream,dream,1,871
2543,kade,sport,0,907
2544,hairy,hairy,1,947
2545,terra,terra,1,947
2546,bret,bret,1,1079
2547,velvet,velvet,1,1075
2548,tim,bill,0,961
2549,germanic,german,0,1114
2550,helicopter,helicopter,1,963
2551,chick,chick,1,955
2552,michael,michael,1,960
2553,joel,didn't,0,996
2554,celebrate,celebrate,1,936
2555,student,student,1,1057
2556,tony,tony,1,1212
2557,walter,drew,0,1024
2558,bess,bess,1,963
2559,peter,peter,1,1255
2560,prince,prince,1,1049
2561,everett,everett,1,1038
2562,nightmares,nightmares,1,853
2563,studio,place,0,851
2564,list,list,1,1087
2565,birmingham,birmingham,1,896
2566,kiss,situation,0,1266
2567,caleb,caleb,1,984
2568,cottage,cottage,1,1020
2569,keech,keech,1,1074
2570,collin,no,0,1070
2571,louis,louis,1,953
2572,keys,keys,1,1046
2573,locker,locker,1,1263
2574,rafe,rafe,1,924
2575,staring,staring,1,905
2576,karen,karen,1,885
2577,heather,heather,1,986
2578,flower,waterfall,0,1048
2579,ella,beth,0,879
2580,stop,start,0,978
2581,petr,petr,1,1038
2582,fire,divorce,0,1147
2583,drive,drive,1,811
2584,paul,paul,1,972
2585,logan,icecream,0,914
2586,harlow,her,0,978
2587,sebastian,brother,0,979
2588,darlene,darlene,1,890
2589,treadmill,treadmill,1,866
2590,rusty,rusty,1,1081
2591,ion,ion,1,976
2592,strength,strength,1,981
2593,addy,please,0,1007
2594,cat,cat,1,951
2595,rest,rest,1,956
2596,evan,evan,1,1227
2597,skins,carton,0,1205
2598,andre,andre,1,899
2599,ana,ana,1,1026
2600,elizabeth,elizabeth,1,978
2601,hospital,hospital,1,1153
2602,pilot,pilot,1,986
2603,castle,castle,1,968
2604,noelle,jack,0,1003
2605,pack,pack,1,873
2606,leanne,leanne,1,907
2607,mum,mum,1,971
2608,turn,turn,1,912
2609,clubs,clubs,1,979
2610,gorilla,gorilla,1,990
2611,devil,devil,1,945
2612,swim,swim,1,842
2613,frontier,frontier,1,916
2614,garrett,leah,0,929
2615,ice,ice,1,1007
2616,kandrigi,lamla,0,1013
2617,firm,firm,1,1012
2618,rats,feet,0,879
2619,igor,igor,1,1184
2620,tower,tower,1,984
2621,agreed,wasdisgusted,0,1021
2622,emilia,emilia,1,1032
2623,green,colony,0,1178
2624,grant,gerald,0,1050
2625,journal,journal,1,1197
2626,aiden,aiden,1,1179
2627,rose,rose,1,965
2628,monroe,monroe,1,889
2629,bet,bet,1,1044
2630,casey,casey,1,913
2631,teacher,teacher,1,1062
2632,anna,carla,0,1237
2633,firm,firm,1,1075
2634,sofia,sofia,1,997
2635,recipe,recipe,1,936
2636,pity,pity,1,971
2637,scared,afraid,0,1117
2638,dad,dad,1,983
2639,gisbo,gisbo,1,915
2640,maze,maze,1,1032
2641,wanda,grandpa,0,919
2642,distraction,distraction,1,1034
2643,mckenzie,mckenzie,1,889
2644,forgiven,loved,0,1001
2645,luke,luke,1,1092
2646,weird,weird,1,998
2647,grimace,grimace,1,1187
2648,manjy,manjy,1,989
2649,stalker,stalker,1,959
2650,truman,notyou,0,978
2651,adam,adam,1,966
2652,stolen,stolen,1,961
2653,weird,weirder,0,1203
2654,trim,trim,1,1069
2655,dusty,dusty,1,941
2656,bench,bench,1,938
2657,jack,jack,1,1148
2658,jones,jones,1,1184
2659,colleen,jane,0,906
2660,pizza,pizza,1,894
2661,flu,flu,1,1019
2662,date,chance,0,921
2663,vase,vase,1,896
2664,knocked,returned,0,1331
2665,miracle,mylove,0,893
2666,hunters,hunters,1,908
2667,bushes,bushes,1,1233
2668,wrestling,wrestling,1,886
2669,orin,hiscompany,0,963
2670,foal,foal,1,978
2671,smuggle,smuggle,1,937
2672,cell,cell,1,1058
2673,matilda,matilda,1,939
2674,strong,willing,0,925
2675,nadya,nadya,1,923
2676,donovan,bria,0,966
2677,piano,piano,1,1005
2678,jo,jo,1,911
2679,freddie,freddie,1,916
2680,bid,bid,1,955
2681,teacher,teacher,1,897
2682,toby,toby,1,925
2683,burgers,sweettea,0,1012
2684,mia,mia,1,952
2685,job,position,0,912
2686,odd,odd,1,1081
2687,drive,drive,1,968
2688,setzer,setzer,1,1045
2689,cookies,cookies,1,951
2690,anna,anna,1,1009
2691,virginia,virginia,1,995
2692,cable,cable,1,1024
2693,weak,weak,1,951
2694,plane,shore,0,1003
2695,rod,rod,1,1076
2696,client,client,1,924
2697,hector,he,0,1009
2698,dragon,dragon,1,954
2699,mike,mike,1,948
2700,stick,bladed,0,1108
2701,grave,cemetery,0,926
2702,stopping,stopping,1,1011
2703,christian,christian,1,1130
2704,phidias,phidias,1,1001
2705,amanda,amanda,1,930
2706,nick,too,0,935
2707,yegor,me,0,950
2708,hottie,hottie,1,885
2709,cara,hypnotized,0,980
2710,blanket,blanket,1,1155
2711,first,before,0,967
2712,trailers,trailers,1,1006
2713,sophie,gracie,0,1187
2714,skye,skye,1,1097
2715,gentleman,gentleman,1,940
2716,listens,listens,1,1033
2717,craig,craig,1,931
2718,josh,josh,1,995
2719,jake,doesn't,0,971
2720,minister,minister,1,982
2721,swamp,swamp,1,948
2722,armoire,armoire,1,1049
2723,preston,preston,1,976
2724,kayla,kayla,1,950
2725,tents,tents,1,1186
2726,listening,himself,0,981
2727,sheriff,sheriff,1,1067
2728,paying,pay,0,986
2729,mathews,mathews,1,909
2730,suspect,problem,0,1034
2731,market,market,1,993
2732,rug,ground,0,998
2733,bruce,bruce,1,1013
2734,mike,mike,1,921
2735,king,door,0,1055
2736,department,world,0,927
2737,luccio,luccio,1,1001
2738,captain,warnings,0,1089
2739,fries,mayo,0,957
2740,amber,olivia,0,1066
2741,wood,wood,1,935
2742,torie,torie,1,1192
2743,spiders,spiders,1,968
2744,mermaid,mermaid,1,897
2745,arrest,fate,0,1021
2746,armed,armed,1,870
2747,trigger,trigger,1,1051
2748,dream,dream,1,905
2749,michael,michael,1,1025
2750,valeria,child,0,1004
2751,indie,indie,1,1075
2752,women,women,1,893
2753,partner,partner,1,991
2754,pip,sir,0,1268
2755,yugo,v,0,977
2756,boxes,boxes,1,1248
2757,fingers,fingers,1,988
2758,truck,driver,0,1072
2759,captain,captain,1,985
2760,heeled,heeled,1,936
2761,bags,chance,0,990
2762,another,love,0,1021
2763,henry,henry,1,976
2764,forever,all,0,1122
2765,liyra,right,0,978
2766,van,van,1,991
2767,gabe,gabe,1,981
2768,lissa,lissa,1,943
2769,workers,workers,1,1147
2770,misty,misty,1,1020
2771,bike,handlebars,0,1087
2772,lou,daddy,0,888
2773,van,van,1,1004
2774,ana,ana,1,976
2775,walked,walked,1,1031
2776,jade,die,0,1010
2777,alec,she,0,940
2778,twin,sister,0,982
2779,lesley,eric,0,933
2780,shirt,shirt,1,978
2781,rain,therain,0,1004
2782,galley,galley,1,1004
2783,van,van,1,1058
2784,collin,i,0,862
2785,amy,amy,1,1007
2786,hereward,hereward,1,1059
2787,skip,skip,1,1084
2788,prince,prince,1,1115
2789,ana,mckenzie,0,903
2790,bird,bird,1,901
2791,jon,jon,1,1077
2792,michael,michael,1,942
2793,melissa,melissa,1,903
2794,but,problem,0,980
2795,marquis,marquis,1,1011
2796,type,type,1,950
2797,savannah,savannah,1,981
2798,sashes,sashes,1,931
2799,stage,stage,1,1153
2800,kingdom,kingdom,1,1023
2801,dixon,him,0,985
2802,gaent,gaent,1,973
2803,pumpkins,pumpkins,1,928
2804,nice,nice,1,876
2805,playing,playing,1,991
2806,age,age,1,935
2807,scarf,scarf,1,978
2808,carriage,carriage,1,955
2809,bed,bed,1,893
2810,admiral,admiral,1,1064
2811,bouquet,bouquet,1,893
2812,king,king,1,930
2813,julia,julia,1,949
2814,isabelle,sir,0,936
2815,loft,loft,1,919
2816,pizza,pizza,1,1018
2817,first,in,0,1213
2818,canteen,canteen,1,953
2819,tristan,tristan,1,933
2820,scent,scent,1,975
2821,ethan,ethan,1,1129
2822,joey,kate,0,1073
2823,jubal,right,0,1016
2824,couple,family,0,1000
2825,seasons,seasons,1,941
2826,teresa,teresa,1,849
2827,bait,bait,1,992
2828,pill,pill,1,940
2829,ananda,ananda,1,1029
2830,knock,have,0,970
2831,agenda,friends,0,1039
2832,dean,dean,1,1044
2833,ordered,ben,0,1000
2834,geek,geek,1,852
2835,corner,corner,1,1136
2836,sniff,sniff,1,961
2837,awake,alert,0,925
2838,related,related,1,970
2839,girl,girl,1,1137
2840,tanner,his,0,905
2841,dog,property,0,906
2842,neal,neal,1,1214
2843,vegas,lasvegas,0,979
2844,soldiers,soldiers,1,984
2845,hit,hit,1,947
2846,lizzie,lizzie,1,991
2847,bella,satisfied,0,1048
2848,cett,cett,1,1081
2849,bear,bear,1,1230
2850,tube,tube,1,1039
2851,leonardo,leonardo,1,1000
2852,shiloh,shiloh,1,1198
2853,sister,sister,1,1126
2854,goldfinger,goldfinger,1,880
2855,lachlan,lachlan,1,1031
2856,cake,cake,1,937
2857,lystus,lystus,1,1054
2858,arin,arin,1,1108
2859,manicure,manicure,1,959
2860,cars,cars,1,1190
2861,bartley,hisparents,0,841
2862,griffin,griffin,1,976
2863,studio,art,0,1031
2864,mexico,meet,0,879
2865,actor,actor,1,1001
2866,stupid,stupid,1,1106
2867,suicidal,murdered,0,1022
2868,leading,exploration,0,1270
2869,memorized,memorized,1,1027
2870,first,done,0,1041
2871,gladys,gladys,1,944
2872,elvi,elvi,1,1033
2873,bath,bath,1,1014
2874,micah,micah,1,945
2875,happened,happened,1,1019
2876,pit,pit,1,879
2877,eric,eric,1,1016
2878,pastor,now,0,1091
2879,nick,nothing,0,933
2880,beth,brother,0,1011
2881,selena,girls,0,1111
2882,gloves,gloves,1,972
2883,kendril,maklavir,0,1015
2884,ben,ben,1,943
2885,time,no,0,929
2886,interested,interested,1,947
2887,vanessa,vanessa,1,1189
2888,pod,pod,1,1089
2889,julian,claudette,0,953
2890,easy,special,0,950
2891,package,package,1,1030
2892,graeme,graeme,1,926
2893,eddie,nicholas,0,990
2894,wasted,marshall,0,931
2895,opportunity,opportunity,1,998
2896,booklet,booklet,1,1014
2897,maid,couch,0,1025
2898,communicator,communicator,1,1090
2899,immortal,metal,0,1004
2900,technology,resources,0,1102
2901,pig,pig,1,956
2902,fen,fen,1,1080
2903,venice,venice,1,1006
2904,frances,frances,1,965
2905,vo,vo,1,924
2906,emergency,emergency,1,942
2907,bald,bald,1,969
2908,bored,bored,1,1013
2909,ari,rafe,0,925
2910,ugly,true,0,1069
2911,brittany,brittany,1,911
2912,connor,connor,1,1098
2913,otis,otis,1,1135
2914,flag,flag,1,868
2915,circle,space,0,966
2916,libby,libby,1,1061
2917,diane,diane,1,928
2918,jessie,dothey,0,1014
2919,healer,healer,1,940
2920,days,months,0,1104
2921,keys,keys,1,917
2922,dragon,dragon,1,1092
2923,shed,shed,1,1021
2924,couple,flowers,0,970
2925,nick,help,0,1046
2926,elaina,elaina,1,1120
2927,clapping,clapping,1,1084
2928,deborah,faye,0,1062
2929,colin,colin,1,999
2930,addie,addie,1,874
2931,rose,rose,1,1064
2932,scholarship,scholarship,1,959
2933,mae,mae,1,998
2934,fire,fire,1,971
2935,dragon,hole,0,945
2936,festival,festival,1,1078
2937,painting,painting,1,971
2938,loaf,loaf,1,1053
2939,geramn,german,0,979
2940,patient,patient,1,952
2941,cane,cane,1,1018
2942,ivy,ivy,1,996
2943,pushover,fool,0,1032
2944,flannery,flannery,1,956
2945,gruffly,s,0,1050
2946,babies,babies,1,930
2947,grant,him,0,1071
2948,row,row,1,1088
2949,text,text,1,985
2950,katie,katie,1,995
2951,katja,katja,1,1052
2952,ghost,ghost,1,1008
2953,traffic,traffic,1,1056
2954,flight,pain,0,970
2955,laptop,laptop,1,950
2956,spell,spell,1,1054
2957,max,max,1,967
2958,sam,sam,1,887
2959,chamber,chamber,1,1051
2960,mystic,mystic,1,1003
2961,kane,kane,1,1073
2962,luxa,mareth,0,956
2963,vial,vial,1,952
2964,balcony,balcony,1,987
2965,mary,mary,1,849
2966,isa,isa,1,966
2967,mother,mother,1,1039
2968,remote,remote,1,1139
2969,gilda,helen,0,993
2970,calling,calling,1,997
2971,max,max,1,893
2972,duke,duke,1,937
2973,geramn,geramn,1,1185
2974,cupcake,cupcake,1,957
2975,johnson,johnson,1,1049
2976,lock,lock,1,1068
2977,building,building,1,970
2978,cash,cash,1,1044
2979,luggage,others,0,952
2980,cellar,cellar,1,1133
2981,inches,inches,1,997
